CASES	California	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin	Wisconsin
2020-06-17	2991	2	0	0	1	39	2	1	2	0	4	1	0	32	5	3	0	0	0	0	6	2	12	1	0	0	1	1	4	1	36	1	0	0	0	0	1	1	3	1	0	356	1	0	0	8	15	0	0	1	0	0	56	4	22	0	3	0	0	4	0	0	0	6	0	0	17	0	12	35	5	0	10	1
2020-06-18	3027	2	0	0	1	39	2	1	2	0	5	1	0	32	5	3	0	0	0	0	6	2	12	1	0	0	1	1	4	1	36	1	0	0	0	0	1	1	3	1	0	360	1	0	0	8	15	0	0	1	0	0	56	4	22	0	3	0	0	4	0	0	0	6	0	0	17	0	12	36	5	0	10	1
2020-06-19	3063	2	0	0	1	39	2	1	2	0	6	1	0	32	5	3	0	0	0	0	6	2	12	1	0	0	1	1	4	1	37	1	0	0	0	0	1	1	3	1	0	362	1	0	0	8	15	0	0	1	0	0	57	4	23	0	3	0	0	4	1	0	0	6	0	0	18	0	13	38	5	0	10	1
2020-06-20	3110	2	0	0	1	39	2	1	2	0	6	1	0	32	5	3	0	0	0	0	6	3	12	1	0	0	1	1	4	1	39	1	0	0	0	0	1	1	3	1	0	371	1	0	0	8	15	0	0	1	0	0	58	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	13	38	5	0	11	1
2020-06-21	3120	2	0	0	1	39	2	1	2	0	6	1	0	32	5	3	0	0	0	0	6	3	12	1	0	0	1	1	4	1	39	1	0	0	0	0	1	1	3	1	0	371	1	0	0	8	15	0	0	1	0	0	58	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	13	38	5	0	11	1
2020-06-22	3137	2	0	0	1	39	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	12	1	0	0	1	1	4	1	39	1	0	0	0	0	1	1	3	1	0	371	1	0	0	8	15	0	0	1	0	0	58	4	23	0	3	0	0	4	1	0	0	6	0	0	18	0	13	38	5	0	11	1
2020-06-23	3171	2	0	0	1	39	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	12	1	0	0	1	1	4	1	39	1	0	0	0	0	1	1	3	1	0	373	1	0	0	8	15	0	0	1	0	0	60	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	14	38	6	0	11	1
2020-06-24	3205	2	0	0	1	40	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	12	1	0	0	1	1	4	1	41	1	0	0	0	0	1	1	3	1	0	377	1	0	0	8	16	0	0	1	0	0	61	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	6	0	11	1
2020-06-25	3246	2	0	0	1	42	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	12	1	0	0	1	1	4	1	41	1	0	0	0	0	1	1	3	1	0	381	1	0	0	8	16	0	0	1	0	0	61	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	6	0	11	1
2020-06-26	3267	2	0	0	1	41	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	12	1	0	0	1	1	4	1	41	1	0	0	0	0	1	1	3	1	0	382	1	0	0	8	16	0	0	1	0	0	61	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	6	0	11	1
2020-06-27	3285	2	0	0	1	42	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	43	1	0	0	0	0	1	1	3	1	0	389	1	0	0	8	16	0	0	1	0	0	61	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	6	0	11	1
2020-06-28	3305	2	0	0	1	42	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	43	1	0	0	0	0	1	1	3	1	0	389	1	0	0	8	16	0	0	1	0	0	61	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	6	0	11	1
2020-06-29	3326	2	0	0	1	42	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	43	1	0	0	0	0	1	1	3	1	0	389	1	0	0	8	16	0	0	1	0	0	61	4	23	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	6	0	11	1
2020-06-30	3369	2	0	1	1	42	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	43	1	0	0	0	0	1	1	3	1	0	390	1	0	0	9	16	0	0	1	0	0	63	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	16	38	7	0	11	1
2020-07-01	3402	2	0	1	1	42	2	1	2	0	6	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	43	1	0	0	0	0	1	1	3	1	0	390	1	0	0	9	16	0	0	1	0	0	63	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	16	39	7	0	11	1
2020-07-02	3454	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	0	0	1	1	3	1	0	391	1	0	0	9	16	0	0	1	0	0	64	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	16	39	10	0	11	1
2020-07-03	3454	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	0	0	1	1	3	1	0	391	1	0	0	9	16	0	0	1	0	0	65	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	16	39	10	0	13	1
2020-07-04	3454	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	0	0	1	1	3	1	0	391	1	0	0	9	16	0	0	1	0	0	65	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	16	39	10	0	13	1
2020-07-05	3487	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	0	0	1	1	3	1	0	391	1	0	0	9	16	0	0	1	0	0	65	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	16	39	10	0	13	1
2020-07-06	3534	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	0	0	1	1	3	1	0	391	1	0	0	9	16	0	0	1	0	0	65	4	24	0	3	0	0	4	1	0	0	7	0	0	18	0	17	39	10	0	13	1
2020-07-07	3579	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	0	0	1	1	3	1	0	398	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	1	0	0	7	0	0	18	0	19	39	10	0	13	1
2020-07-08	3642	2	0	1	1	42	2	1	2	0	7	1	0	32	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	1	0	1	1	3	1	0	397	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	1	0	0	7	0	0	18	0	19	39	11	0	13	1
2020-07-09	3689	2	0	1	1	43	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	44	1	0	0	1	0	1	1	3	1	0	397	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	1	0	0	7	0	0	18	0	19	40	11	0	13	1
2020-07-10	3738	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	46	1	0	0	1	0	1	1	3	1	0	398	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	1	0	0	7	0	0	18	0	19	40	11	0	13	1
2020-07-11	3793	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	2	1	4	1	46	1	0	0	1	0	1	1	3	1	0	398	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	40	13	0	13	1
2020-07-12	3809	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	46	1	0	0	1	0	1	1	3	1	0	398	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	40	13	0	13	1
2020-07-13	3822	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	46	1	0	0	1	0	1	1	3	1	0	398	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	40	13	0	13	1
2020-07-14	3894	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	47	1	0	0	1	0	1	1	3	1	0	402	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	40	13	0	14	1
2020-07-15	3936	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	13	1	0	0	1	1	4	1	47	1	0	0	1	0	1	1	3	1	0	403	1	0	0	9	17	0	0	2	0	0	65	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	40	13	0	14	1
2020-07-16	3988	2	0	1	1	44	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	14	1	0	0	1	1	4	1	47	1	0	0	1	0	1	2	3	1	0	403	1	0	0	10	17	0	0	2	0	0	66	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	40	13	0	14	1
2020-07-17	4047	2	0	1	1	45	2	1	2	0	7	1	0	33	5	3	0	0	1	0	6	3	14	1	0	0	1	1	4	1	47	1	0	0	1	0	1	2	3	1	0	404	1	0	0	10	17	0	0	2	0	0	66	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	41	13	0	14	1
2020-07-18	4084	2	0	1	1	46	2	1	2	0	7	1	0	33	5	3	0	0	2	0	6	3	14	1	0	0	1	1	4	1	47	1	1	0	1	0	1	2	3	1	0	411	1	0	0	10	17	0	0	2	0	0	66	4	24	1	3	0	0	4	2	0	0	7	0	0	18	0	19	41	13	0	14	1
2020-07-19	4095	2	0	1	1	46	2	1	2	0	7	1	0	33	5	3	0	0	2	0	6	3	14	1	0	0	1	1	4	1	47	1	1	0	1	0	1	2	3	1	0	411	1	0	0	10	17	0	0	2	0	0	66	4	24	1	3	0	0	4	2	0	1	7	0	0	18	0	19	41	13	0	14	1
2020-07-20	4104	2	0	1	1	46	2	1	2	0	7	1	0	33	6	3	0	0	2	0	6	3	14	1	0	0	1	1	4	1	47	1	1	0	1	0	1	3	3	1	0	411	1	0	0	10	17	0	0	2	0	0	66	4	24	1	3	0	0	4	2	0	1	7	0	0	18	0	19	41	13	0	14	1
2020-07-21	4154	2	0	1	1	46	2	1	2	0	7	1	0	33	5	3	0	0	2	0	6	4	14	1	0	0	1	1	4	1	47	1	1	0	1	0	1	3	3	1	0	416	1	0	0	10	17	0	0	2	0	0	69	4	25	1	3	0	0	5	2	0	1	7	0	0	18	0	20	42	14	0	14	1
2020-07-22	4213	2	0	2	1	47	2	1	2	0	7	1	0	33	5	3	0	0	2	0	6	4	14	1	0	0	1	1	4	1	47	1	1	0	1	0	1	3	3	1	0	417	1	0	0	11	17	0	0	2	0	0	69	4	25	1	3	0	0	5	2	0	1	7	0	0	19	0	20	42	14	0	15	1
2020-07-23	4262	2	0	2	1	49	2	1	2	0	7	1	0	33	5	3	0	0	3	0	6	4	14	1	0	0	1	1	4	1	49	1	1	0	1	0	1	3	3	1	0	422	1	0	0	12	17	0	0	2	0	0	69	4	25	1	3	0	0	5	2	0	1	7	0	0	20	0	20	42	14	0	16	1
2020-07-24	4300	2	0	2	1	49	2	1	2	0	7	1	0	33	5	3	0	0	3	0	6	4	14	1	0	0	1	1	4	1	49	1	1	0	1	0	1	3	3	1	0	422	1	0	0	12	17	0	0	2	0	0	69	4	25	1	3	0	0	5	2	0	1	7	0	0	20	0	20	42	14	0	16	1
2020-07-25	4351	2	0	2	1	50	2	1	2	0	7	1	0	33	5	3	0	0	3	0	6	4	14	1	0	0	1	1	4	1	50	1	1	0	1	0	1	4	3	1	0	427	1	0	0	12	17	0	0	2	0	0	72	4	25	1	3	0	0	5	2	0	1	7	0	0	21	0	20	43	14	0	16	1
2020-07-26	4360	2	0	3	1	50	2	1	2	0	7	1	0	33	5	3	0	0	3	0	6	4	14	1	0	0	1	1	4	1	50	1	1	0	1	0	1	4	3	1	0	427	1	0	0	12	17	0	0	2	0	0	72	4	25	1	3	0	0	5	2	0	1	7	0	0	21	0	20	43	14	0	16	1
2020-07-27	4375	2	0	3	1	50	2	1	2	0	7	1	0	34	5	3	0	0	3	0	6	4	14	1	0	0	1	1	4	1	50	1	1	0	1	0	1	4	3	1	0	427	1	0	0	12	17	0	0	2	0	0	72	4	25	1	3	0	0	5	2	0	1	7	0	0	21	0	23	43	14	0	16	1
2020-07-28	4426	2	0	3	1	50	2	1	2	0	7	1	0	35	5	3	0	0	3	0	7	4	14	1	0	0	1	1	4	1	51	2	1	0	1	0	1	4	3	1	0	428	1	0	0	12	17	0	0	2	0	0	73	4	25	1	3	0	0	5	2	0	1	7	0	0	21	0	23	48	14	0	16	1
2020-07-29	4516	2	0	3	1	50	2	1	2	0	7	1	0	35	5	3	0	0	3	0	6	4	14	1	0	0	1	1	4	1	51	2	1	0	1	0	1	4	3	1	0	429	1	0	0	12	17	0	0	2	0	0	75	4	26	1	3	0	0	5	2	0	1	7	0	0	21	0	23	49	14	0	16	1

